date,symbol,marketcapname,sector
16-01-2024,IDEA,Largecap,Telecom
16-01-2024,NHPC,Largecap,Miscellaneous
18-01-2024,TV18BRDCST,Midcap,Media
19-01-2024,MAHABANK,Largecap,Bank
19-01-2024,SUZLON,Largecap,FMCG
20-01-2024,NBCC,Largecap,Miscellaneous
23-01-2024,IDBI,Largecap,Bank
23-01-2024,MMTC,Midcap,Services
23-01-2024,IRB,Largecap,Realty
23-01-2024,NHPC,Largecap,Miscellaneous
25-01-2024,IDBI,Largecap,Bank
25-01-2024,MMTC,Midcap,Services
25-01-2024,NSLNISP,Largecap,Metals
25-01-2024,IOB,Largecap,Bank
25-01-2024,MAHABANK,Largecap,Bank
25-01-2024,TV18BRDCST,Midcap,Media
25-01-2024,NHPC,Largecap,Miscellaneous
25-01-2024,INFIBEAM,Midcap,I.T
29-01-2024,NSLNISP,Largecap,Metals
29-01-2024,INFIBEAM,Midcap,I.T
30-01-2024,MMTC,Midcap,Services
30-01-2024,NSLNISP,Largecap,Metals
30-01-2024,IOB,Largecap,Bank
30-01-2024,IRB,Largecap,Realty
30-01-2024,NHPC,Largecap,Miscellaneous
30-01-2024,INFIBEAM,Midcap,I.T
31-01-2024,IRB,Largecap,Realty
31-01-2024,RTNINDIA,Midcap,Miscellaneous
01-02-2024,NSLNISP,Largecap,Metals
01-02-2024,UCOBANK,Largecap,Bank
02-02-2024,MSUMI,Largecap,Auto
02-02-2024,IOB,Largecap,Bank
02-02-2024,UCOBANK,Largecap,Bank
02-02-2024,SUZLON,Largecap,FMCG
02-02-2024,INFIBEAM,Midcap,I.T
05-02-2024,MMTC,Midcap,Services
05-02-2024,IOB,Largecap,Bank
05-02-2024,RENUKA,Midcap,FMCG
05-02-2024,CENTRALBK,Largecap,Bank
05-02-2024,EASEMYTRIP,Midcap,I.T
06-02-2024,IDBI,Largecap,Bank
06-02-2024,MMTC,Midcap,Services
06-02-2024,IOB,Largecap,Bank
06-02-2024,UCOBANK,Largecap,Bank
06-02-2024,MAHABANK,Largecap,Bank
06-02-2024,CENTRALBK,Largecap,Bank
06-02-2024,IRB,Largecap,Realty
