date,symbol,marketcapname,sector
21-07-2023,NHPC,Largecap,Miscellaneous
24-07-2023,IRFC,Largecap,Finance
25-07-2023,SUZLON,Largecap,FMCG
25-07-2023,GMRINFRA,Largecap,Realty
25-07-2023,ZOMATO,Largecap,I.T
26-07-2023,SAIL,Largecap,Metals
28-07-2023,CESC,Midcap,Miscellaneous
28-07-2023,MMTC,Midcap,Services
28-07-2023,EQUITASBNK,Midcap,Bank
01-08-2023,CESC,Midcap,Miscellaneous
01-08-2023,JMFINANCIL,Midcap,Finance
01-08-2023,UJJIVANSFB,Midcap,Bank
01-08-2023,IDFCFIRSTB,Largecap,Bank
02-08-2023,IDBI,Largecap,Bank
03-08-2023,RTNINDIA,Midcap,Miscellaneous
07-08-2023,IDEA,Largecap,Telecom
09-08-2023,ALOKINDS,Midcap,Textiles
11-08-2023,IOB,Largecap,Bank
14-08-2023,CENTRALBK,Largecap,Bank
16-08-2023,SUZLON,Largecap,FMCG
21-08-2023,JMFINANCIL,Midcap,Finance
22-08-2023,MRPL,Largecap,Industrials
22-08-2023,NSLNISP,Midcap,Metals
23-08-2023,MMTC,Midcap,Services
23-08-2023,IDFCFIRSTB,Largecap,Bank
24-08-2023,CESC,Midcap,Miscellaneous
24-08-2023,TTML,Midcap,Telecom
24-08-2023,SUZLON,Largecap,FMCG
28-08-2023,IDEA,Largecap,Telecom
31-08-2023,SAIL,Largecap,Metals
31-08-2023,NATIONALUM,Largecap,Metals
31-08-2023,RENUKA,Midcap,FMCG
31-08-2023,SJVN,Largecap,Miscellaneous
01-09-2023,ZOMATO,Largecap,I.T
01-09-2023,IDFCFIRSTB,Largecap,Bank
04-09-2023,JMFINANCIL,Midcap,Finance
04-09-2023,IRFC,Largecap,Finance
05-09-2023,CENTRALBK,Largecap,Bank
06-09-2023,IDBI,Largecap,Bank
06-09-2023,NHPC,Largecap,Miscellaneous
11-09-2023,IOB,Largecap,Bank
15-09-2023,NHPC,Largecap,Miscellaneous
25-09-2023,HUDCO,Largecap,Finance
27-09-2023,SUZLON,Largecap,FMCG
28-09-2023,UJJIVANSFB,Midcap,Bank
04-10-2023,SUZLON,Largecap,FMCG
05-10-2023,MRPL,Largecap,Industrials
06-10-2023,NETWORK18,Midcap,Media
12-10-2023,MRPL,Largecap,Industrials
13-10-2023,MMTC,Midcap,Services
13-10-2023,NATIONALUM,Largecap,Metals
17-10-2023,ALOKINDS,Midcap,Textiles
17-10-2023,NSLNISP,Midcap,Metals
18-10-2023,JMFINANCIL,Midcap,Finance
19-10-2023,SUZLON,Largecap,FMCG
02-11-2023,IOC,Largecap,Industrials
02-11-2023,IDEA,Largecap,Telecom
03-11-2023,RTNINDIA,Midcap,Miscellaneous
06-11-2023,SUZLON,Largecap,FMCG
06-11-2023,SJVN,Largecap,Miscellaneous
08-11-2023,ALOKINDS,Midcap,Textiles
08-11-2023,UJJIVANSFB,Midcap,Bank
08-11-2023,RENUKA,Midcap,FMCG
09-11-2023,CESC,Midcap,Miscellaneous
09-11-2023,HUDCO,Largecap,Finance
09-11-2023,NHPC,Largecap,Miscellaneous
12-11-2023,NETWORK18,Midcap,Media
15-11-2023,IOB,Largecap,Bank
15-11-2023,CENTRALBK,Largecap,Bank
16-11-2023,NATIONALUM,Largecap,Metals
17-11-2023,JMFINANCIL,Midcap,Finance
20-11-2023,IRFC,Largecap,Finance
24-11-2023,RENUKA,Midcap,FMCG
05-12-2023,IOB,Largecap,Bank
05-12-2023,CENTRALBK,Largecap,Bank
06-12-2023,UJJIVANSFB,Midcap,Bank
11-12-2023,ALOKINDS,Midcap,Textiles
12-12-2023,IRFC,Largecap,Finance
18-12-2023,IDEA,Largecap,Telecom
19-12-2023,TTML,Midcap,Telecom
29-12-2023,CENTRALBK,Largecap,Bank
01-01-2024,GMRINFRA,Largecap,Realty
01-01-2024,IDEA,Largecap,Telecom
02-01-2024,IDBI,Largecap,Bank
03-01-2024,ALOKINDS,Midcap,Textiles
04-01-2024,NHPC,Largecap,Miscellaneous
08-01-2024,SUZLON,Largecap,FMCG
08-01-2024,NETWORK18,Midcap,Media
09-01-2024,TTML,Midcap,Telecom
09-01-2024,RTNINDIA,Midcap,Miscellaneous
12-01-2024,UJJIVANSFB,Midcap,Bank
16-01-2024,IDBI,Largecap,Bank
16-01-2024,NHPC,Largecap,Miscellaneous
17-01-2024,CENTRALBK,Largecap,Bank
17-01-2024,IDFCFIRSTB,Largecap,Bank
19-01-2024,CENTRALBK,Largecap,Bank
20-01-2024,NHPC,Largecap,Miscellaneous
23-01-2024,IOB,Largecap,Bank
23-01-2024,IDFCFIRSTB,Largecap,Bank
25-01-2024,NSLNISP,Midcap,Metals
25-01-2024,IOB,Largecap,Bank
31-01-2024,RTNINDIA,Midcap,Miscellaneous
01-02-2024,TTML,Midcap,Telecom
01-02-2024,SUZLON,Largecap,FMCG
07-02-2024,UJJIVANSFB,Midcap,Bank
07-02-2024,GMRINFRA,Largecap,Realty
12-02-2024,IDEA,Largecap,Telecom
14-02-2024,IDEA,Largecap,Telecom
